Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) cht1,Coverage (%) cht2,Coverage (%) cht3,Coverage (%) cht4,Coverage (%) cht5,Coverage (%) cht6,Coverage (%) cht7,Coverage (%) cht8,Coverage (%) cht9,Coverage (%) cht10,Coverage (%) el1,Coverage (%) el2,Coverage (%) el3,Coverage (%) el4,Coverage (%) el5,Coverage (%) el6,Coverage (%) el7,Coverage (%) el8,Coverage (%) el9,Coverage (%) el10,Coverage (%) lp1,Coverage (%) lp2,Coverage (%) lp3,Coverage (%) lp4,Coverage (%) lp5,Coverage (%) lp6,Coverage (%) lp7,Coverage (%) lp8,Coverage (%) lp9,Coverage (%) lp10,Coverage (%) trp1,Coverage (%) trp2,Coverage (%) trp3,Coverage (%) trp4,Coverage (%) trp5,Coverage (%) trp6,Coverage (%) trp7,Coverage (%) trp8,Coverage (%) trp9,Coverage (%) trp10,Area cht1,Area cht2,Area cht3,Area cht4,Area cht5,Area cht6,Area cht7,Area cht8,Area cht9,Area cht10,Area el1,Area el2,Area el3,Area el4,Area el5,Area el6,Area el7,Area el8,Area el9,Area el10,Area lp1,Area lp2,Area lp3,Area lp4,Area lp5,Area lp6,Area lp7,Area lp8,Area lp9,Area lp10,Area trp1,Area trp2,Area trp3,Area trp4,Area trp5,Area trp6,Area trp7,Area trp8,Area trp9,Area trp10,#Peptides,#Unique,#Spec cht1,#Spec cht2,#Spec cht3,#Spec cht4,#Spec cht5,#Spec cht6,#Spec cht7,#Spec cht8,#Spec cht9,#Spec cht10,#Spec el1,#Spec el2,#Spec el3,#Spec el4,#Spec el5,#Spec el6,#Spec el7,#Spec el8,#Spec el9,#Spec el10,#Spec lp1,#Spec lp2,#Spec lp3,#Spec lp4,#Spec lp5,#Spec lp6,#Spec lp7,#Spec lp8,#Spec lp9,#Spec lp10,#Spec trp1,#Spec trp2,#Spec trp3,#Spec trp4,#Spec trp5,#Spec trp6,#Spec trp7,#Spec trp8,#Spec trp9,#Spec trp10,PTM,Avg. Mass,Description
186,134,Q9NYU2|UGGG1_HUMAN,248.22,62,6,5,6,8,7,9,9,9,11,8,1,2,3,2,3,3,14,7,27,23,18,8,5,11,14,7,6,3,7,6,18,21,27,19,23,15,19,23,27,23,3.4354E6,3.604E6,7.0938E6,5.0457E6,8.495E6,8.8692E6,6.1596E6,5.8442E6,1.1304E7,7.6206E6,4.6167E5,1.6E6,3.0761E6,1.8264E6,1.4333E6,2.5045E6,2.926E7,5.1629E6,1.6667E8,1.0388E8,1.9055E7,6.0998E6,4.2046E6,9.3915E6,1.2364E7,7.3726E6,5.2663E6,2.3079E6,6.7623E6,8.1968E6,2.7059E7,3.814E7,4.3541E7,2.929E7,2.7972E7,1.4225E7,1.9897E7,3.681E7,5.3472E7,4.9956E7,153,153,10,8,10,13,11,13,12,13,15,13,2,3,5,3,4,4,19,10,53,37,24,11,6,15,18,8,8,3,10,10,23,27,35,26,27,20,26,28,33,28,,177189,UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens OX=9606 GN=UGGT1 PE=1 SV=3
259,112,P31930|QCR1_HUMAN,248.17,65,9,16,16,21,18,23,14,22,19,22,21,15,17,18,18,25,25,25,29,27,23,22,16,20,21,21,20,18,18,21,29,35,32,30,34,29,24,29,35,35,1.2489E7,1.7694E7,2.3341E7,2.3795E7,2.049E7,2.5098E7,1.9018E7,2.5721E7,2.1194E7,2.3859E7,7.129E6,1.0303E7,8.8946E6,7.6876E6,9.9219E6,1.238E7,3.1471E7,1.2236E7,8.5202E7,7.2214E7,1.6543E7,1.2742E7,1.4152E7,1.7443E7,1.9387E7,1.7025E7,1.4082E7,1.368E7,1.4102E7,1.3972E7,2.2977E7,3.3466E7,2.8214E7,2.3246E7,2.7204E7,1.515E7,1.5074E7,2.8656E7,4.6981E7,4.2205E7,90,90,4,7,9,10,10,12,6,11,11,11,10,11,9,11,11,18,17,14,24,24,14,13,12,13,12,14,13,12,11,12,10,13,11,12,13,10,9,10,16,13,,52646,Cytochrome b-c1 complex subunit 1  mitochondrial OS=Homo sapiens OX=9606 GN=UQCRC1 PE=1 SV=3
150,271,P04350|TBB4A_HUMAN,247.97,75,32,38,35,34,34,37,37,31,34,38,23,24,27,25,27,20,43,25,50,46,48,38,39,36,35,30,33,33,29,23,29,29,29,23,29,23,23,26,29,29,,3.1696E4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,1,12,16,12,16,13,15,13,12,14,15,13,17,17,17,18,12,34,15,49,46,34,20,25,15,16,18,15,16,14,10,13,13,13,12,12,12,11,12,15,17,,49586,Tubulin beta-4A chain OS=Homo sapiens OX=9606 GN=TUBB4A PE=1 SV=2
272,432,P16070|CD44_HUMAN,247.55,33,12,11,11,11,10,10,12,12,12,10,8,8,9,4,7,8,11,12,16,10,13,12,14,12,9,10,10,13,8,11,8,9,9,9,10,9,9,9,9,11,1.1927E7,1.6608E7,1.4293E7,1.8491E7,1.372E7,1.8924E7,1.6004E7,2.2046E7,2.8038E7,1.7735E7,7.7177E6,9.0881E6,1.0986E7,3.4072E6,6.7547E6,9.9362E6,3.951E7,1.7054E7,1.7055E8,1.1625E8,3.485E7,1.7365E7,2.0183E7,2.3726E7,1.1246E7,2.1833E7,9.0415E6,1.5944E7,1.4531E7,2.6425E7,2.7149E7,3.3544E7,4.4497E7,3.0808E7,2.9323E7,1.7141E7,1.8518E7,4.8802E7,4.168E7,4.8837E7,76,76,12,12,13,14,13,12,12,13,17,13,8,5,8,4,6,9,14,10,25,16,11,8,12,13,7,11,9,11,9,13,12,12,13,11,12,10,11,14,11,15,,81538,CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3
184,78,P31943|HNRH1_HUMAN,247.25,65,21,19,16,21,22,20,18,21,16,27,18,26,28,24,22,31,33,29,41,41,33,25,27,30,30,31,27,32,36,23,31,31,31,31,27,31,33,31,32,27,1.5637E6,3.7932E6,2.0982E6,2.6601E6,5.4344E6,3.5907E6,2.7993E6,2.252E6,3.7895E6,4.1685E6,1.7946E6,3.6571E6,2.6376E6,2.2243E6,1.5511E6,3.0293E6,4.8061E6,3.2926E6,2.6343E7,2.3244E7,2.0057E7,1.7049E7,1.8788E7,1.8266E7,2.371E7,1.9739E7,1.918E7,1.8586E7,2.3139E7,1.0522E7,1.5402E7,1.5561E7,1.3627E7,9.3347E6,8.986E6,1.3566E7,1.2159E7,1.4536E7,1.7611E7,1.4887E7,85,26,11,13,12,13,16,13,13,12,13,16,10,13,14,12,11,15,16,12,25,26,16,13,13,16,17,17,15,16,17,11,10,16,12,13,11,10,13,12,15,12,,49229,Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4
106,297,Q9BYX7|ACTBM_HUMAN,246.21,46,19,21,21,19,24,18,22,21,22,20,14,16,16,14,14,16,18,14,19,19,19,17,18,16,15,15,18,18,19,18,22,17,17,17,17,17,17,17,14,14,,,,,,,1.5791E6,,,,,,0,,,,,,,,,,,,,,,,1.4584E5,,1.1965E6,,,,,,,,,,99,4,17,19,20,18,22,20,20,20,21,20,20,19,20,20,20,23,26,21,42,43,21,15,17,16,13,13,14,15,14,23,27,31,34,29,27,27,27,25,30,27,,42016,Putative beta-actin-like protein 3 OS=Homo sapiens OX=9606 GN=POTEKP PE=5 SV=1
96,370,Q03252|LMNB2_HUMAN,246.04,80,19,22,28,31,39,34,30,29,37,37,19,23,22,20,28,19,29,26,39,39,30,30,30,28,31,27,25,30,25,31,39,47,45,43,45,48,38,38,47,48,1.1453E7,1.3848E7,2.023E7,2.2854E7,2.74E7,2.467E7,2.1094E7,2.384E7,3.0185E7,2.315E7,1.538E7,1.5031E7,1.461E7,1.4851E7,1.9534E7,1.7984E7,2.4562E7,1.9588E7,6.4949E7,1.0672E8,1.7659E7,2.0347E7,2.4863E7,1.9252E7,3.064E7,1.7416E7,1.6088E7,1.7208E7,2.5248E7,2.1365E7,6.8834E7,9.3357E7,7.9536E7,7.8964E7,7.6393E7,4.3513E7,4.4495E7,1.0295E8,1.1331E8,1.2619E8,137,109,12,13,18,21,23,25,19,23,25,24,17,20,20,19,22,20,26,26,41,41,20,23,21,23,26,22,21,26,20,22,33,41,36,37,37,36,28,34,40,43,,69948,Lamin-B2 OS=Homo sapiens OX=9606 GN=LMNB2 PE=1 SV=4
227,79,Q15459|SF3A1_HUMAN,245.97,61,1,1,4,6,4,3,5,3,2,5,7,7,7,9,5,8,9,11,19,20,26,26,28,26,26,27,24,14,19,16,31,34,34,32,32,30,27,34,34,35,7.4401E5,7.9525E5,1.6263E6,2.3154E6,1.8866E6,1.4561E6,2.1342E6,1.6471E6,1.2192E6,2.1312E6,3.2385E6,3.1526E6,4.4826E6,3.375E6,2.1343E6,4.8509E6,6.3446E6,4.264E6,2.641E7,3.6429E7,1.6495E7,1.4385E7,1.6956E7,2.026E7,1.7489E7,1.8348E7,1.6665E7,8.4073E6,1.476E7,9.9926E6,3.7566E7,4.6289E7,4.988E7,3.7508E7,3.5071E7,2.0844E7,2.0165E7,4.9106E7,5.5793E7,5.9064E7,95,94,1,1,3,4,3,3,4,3,2,4,4,5,5,4,4,5,4,4,11,14,20,18,23,20,18,22,18,13,16,12,22,25,26,25,26,19,21,27,26,28,,88886,Splicing factor 3A subunit 1 OS=Homo sapiens OX=9606 GN=SF3A1 PE=1 SV=1
169,121,Q9NR30|DDX21_HUMAN,245.95,62,8,7,10,7,10,7,8,15,15,13,1,4,3,4,6,3,15,6,27,26,24,14,20,18,21,24,18,20,21,20,34,36,37,33,37,37,32,40,39,40,3.7012E6,4.1623E6,4.9052E6,4.1893E6,4.4681E6,3.8828E6,3.534E6,5.3285E6,6.0608E6,4.8383E6,0,9.5861E5,7.3081E5,9.7205E5,1.9811E6,7.5284E5,1.097E7,1.6571E6,7.8903E7,5.2201E7,1.0565E7,3.9924E6,6.001E6,1.0304E7,1.1505E7,8.4369E6,7.0085E6,6.5741E6,1.1443E7,1.4388E7,3.474E7,3.9653E7,4.3338E7,3.1368E7,3.2457E7,2.1723E7,1.9464E7,4.7095E7,5.3232E7,5.5469E7,98,84,5,5,7,5,6,6,5,8,8,8,1,3,2,3,4,2,12,4,27,19,20,10,14,14,17,16,14,13,15,16,26,29,31,28,29,28,22,33,35,36,,87344,Nucleolar RNA helicase 2 OS=Homo sapiens OX=9606 GN=DDX21 PE=1 SV=5
120,339,P36957|ODO2_HUMAN,245.70,69,30,33,31,31,29,33,36,36,31,32,37,34,40,38,40,36,43,44,49,43,40,24,44,23,30,43,42,38,27,20,25,38,26,38,26,25,37,26,26,26,1.7347E7,2.6279E7,2.8772E7,2.8251E7,2.7207E7,2.8897E7,2.8757E7,2.7325E7,2.9698E7,2.7835E7,2.7703E7,3.9183E7,4.3579E7,4.0454E7,4.5455E7,2.7904E7,6.5964E7,4.6306E7,1.7802E8,1.5077E8,3.8722E7,2.8628E7,4.1903E7,3.6223E7,4.0318E7,3.1329E7,3.2537E7,3.0465E7,3.2191E7,2.2386E7,4.2511E7,6.4583E7,5.8642E7,6.1102E7,4.7427E7,2.7001E7,3.4158E7,6.0426E7,6.7629E7,6.6391E7,114,113,12,15,14,15,12,14,18,16,16,15,22,16,20,19,20,18,28,24,40,35,29,25,27,25,28,24,27,24,26,15,14,16,15,16,14,12,15,14,14,14,,48755,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex  mitochondrial OS=Homo sapiens OX=9606 GN=DLST PE=1 SV=4
162,325,P04179|SODM_HUMAN,245.30,59,32,39,40,39,39,41,41,41,45,41,23,15,22,21,32,19,28,37,35,36,35,30,36,27,34,33,31,30,31,25,38,42,38,42,38,42,42,42,42,42,3.9472E7,5.2242E7,5.4764E7,5.0536E7,6.0199E7,5.3713E7,4.9407E7,6.3821E7,5.9712E7,5.6459E7,5.7313E7,6.6634E7,5.8799E7,6.4485E7,7.74E7,6.3452E7,1.0305E8,7.1635E7,2.2971E8,2.569E8,8.1432E7,8.1098E7,7.2465E7,7.384E7,9.1447E7,8.4491E7,6.6416E7,6.349E7,6.6792E7,5.6676E7,8.3848E7,1.2373E8,1.0815E8,9.7708E7,9.1487E7,5.41E7,6.0391E7,1.2742E8,1.533E8,1.5342E8,73,73,11,11,13,12,15,13,14,15,15,15,13,11,12,11,15,10,16,16,16,18,15,12,18,16,20,15,14,13,13,14,15,19,16,18,15,15,14,19,20,19,,24750,Superoxide dismutase [Mn]  mitochondrial OS=Homo sapiens OX=9606 GN=SOD2 PE=1 SV=3
173,193,Q13283|G3BP1_HUMAN,245.09,78,13,16,14,14,18,16,17,20,16,16,22,28,29,17,24,23,18,26,35,37,36,39,39,40,43,45,45,39,36,31,41,47,46,32,41,26,30,41,54,53,7.6787E6,1.4239E7,1.4938E7,1.3759E7,1.6402E7,1.3922E7,1.2619E7,1.7318E7,1.3203E7,1.5126E7,1.1812E7,9.9435E6,1.3247E7,6.9263E6,1.1174E7,1.0649E7,8.9393E6,1.029E7,3.5709E7,6.2903E7,2.4041E7,2.5982E7,3.4445E7,3.2484E7,3.6868E7,3.2236E7,2.9802E7,2.8458E7,3.0275E7,2.1312E7,3.713E7,5.9246E7,5.2871E7,4.2552E7,4.0591E7,1.674E7,2.3819E7,6.2024E7,5.9896E7,7.8107E7,90,80,8,11,10,10,11,10,11,12,11,11,13,12,14,8,11,11,8,12,15,19,17,20,25,20,25,23,22,21,19,15,23,20,20,14,19,12,15,18,21,23,,52164,Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens OX=9606 GN=G3BP1 PE=1 SV=1
155,376,P31946|1433B_HUMAN,244.66,83,48,49,43,47,52,49,49,52,44,44,31,40,31,32,29,37,45,41,44,45,59,38,46,48,50,46,47,44,45,31,39,43,41,41,45,37,41,52,48,49,1.6039E7,2.0306E7,2.0777E7,1.8245E7,2.2894E7,1.9624E7,1.8545E7,2.1034E7,2.1688E7,1.8161E7,7.2381E6,1.0476E7,9.1592E6,1.0115E7,1.1076E7,1.0185E7,1.8245E7,1.3167E7,4.1518E7,4.3849E7,1.3292E7,8.7901E6,1.3296E7,1.7764E7,1.0673E7,1.1817E7,1.2103E7,9.2556E6,1.255E7,1.2324E7,1.3431E7,3.1389E7,2.9316E7,2.423E7,2.6654E7,1.4137E7,1.4214E7,3.5589E7,3.8426E7,4.3776E7,107,47,14,15,14,15,17,15,16,17,18,16,11,17,15,12,11,17,21,19,29,33,25,20,21,20,18,21,20,17,19,12,14,16,15,14,16,15,14,18,18,21,,28082,14-3-3 protein beta/alpha OS=Homo sapiens OX=9606 GN=YWHAB PE=1 SV=3
113,213,P15311|EZRI_HUMAN,244.53,80,11,16,15,19,15,18,16,17,20,17,22,22,24,22,24,20,23,22,36,38,34,30,41,32,29,36,37,32,35,32,34,34,33,29,32,31,29,32,36,37,5.5597E6,9.9052E6,1.1991E7,1.0668E7,1.3173E7,1.682E7,5.9949E6,1.3116E7,8.1084E6,1.2601E7,2.3983E7,2.4036E7,2.6434E7,2.0973E7,2.7664E7,2.5958E7,3.5752E7,2.6352E7,9.938E7,1.0178E8,2.5327E7,1.5973E7,2.6788E7,2.7327E7,3.1541E7,2.8241E7,3.3414E7,2.2508E7,2.9208E7,4.0296E7,4.9846E7,6.2116E7,5.8248E7,5.06E7,4.7186E7,2.8262E7,3.0992E7,6.5917E7,7.4376E7,8.1657E7,140,107,6,9,9,10,9,12,9,11,15,8,17,20,19,18,22,17,23,21,36,35,27,24,29,25,23,30,29,24,24,27,28,32,29,26,28,23,24,30,33,37,,69413,Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4
428,80,O75533|SF3B1_HUMAN,243.51,58,4,2,2,2,4,4,2,4,8,3,2,1,3,2,5,4,13,4,25,20,5,7,7,6,5,3,2,4,3,4,18,19,16,17,18,15,12,17,23,23,1.5265E6,8.1578E5,9.2629E5,1.847E6,2.0453E6,1.9512E6,1.1849E6,2.7377E6,4.6637E6,2.4438E6,2.3042E6,5.3535E5,6.9694E5,1.5764E6,2.4665E6,2.9415E6,1.401E7,1.5867E6,6.639E7,4.473E7,2.3684E6,1.8273E6,4.0194E6,4.8102E6,2.2725E6,2.4819E6,1.235E6,2.0354E6,3.0052E6,4.1437E6,1.5795E7,1.9281E7,1.5504E7,1.5713E7,1.7942E7,6.1707E6,8.7915E6,2.1384E7,2.6831E7,2.7662E7,102,102,5,3,3,2,4,5,2,6,9,4,3,1,2,2,5,4,18,5,30,25,4,6,6,7,5,3,1,4,4,3,17,17,14,15,18,10,12,17,22,22,,145830,Splicing factor 3B subunit 1 OS=Homo sapiens OX=9606 GN=SF3B1 PE=1 SV=3
170,137,P21980|TGM2_HUMAN,243.39,63,20,20,22,20,22,22,21,23,24,20,14,13,15,11,20,16,30,14,39,37,16,10,12,14,18,15,18,15,16,15,25,23,28,27,27,19,22,24,27,29,1.4561E7,2.1735E7,2.1385E7,1.9235E7,2.0565E7,2.0226E7,1.7012E7,2.9788E7,2.385E7,1.8377E7,6.6879E6,9.2911E6,7.95E6,6.348E6,1.219E7,8.6776E6,3.5792E7,9.4272E6,1.6459E8,1.2065E8,1.3432E7,5.536E6,7.7024E6,1.136E7,1.3849E7,9.2649E6,1.0306E7,7.8495E6,1.0379E7,1.7595E7,2.3313E7,2.813E7,2.8914E7,2.3508E7,2.416E7,1.1701E7,1.4689E7,3.0633E7,3.5609E7,3.9693E7,104,104,14,15,16,16,15,15,15,18,17,14,9,11,10,9,14,12,24,10,42,34,13,6,8,9,11,10,10,8,9,9,17,16,18,19,17,13,14,17,18,19,,77329,Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens OX=9606 GN=TGM2 PE=1 SV=2
201,84,P00558|PGK1_HUMAN,243.13,75,15,21,20,19,21,19,18,21,18,18,28,27,28,23,23,21,42,22,47,38,43,24,16,23,29,33,26,20,20,17,30,40,37,30,40,37,37,28,32,43,1.0317E7,1.3386E7,1.5277E7,1.2141E7,1.5686E7,1.0801E7,1.1917E7,1.6084E7,1.3654E7,1.1441E7,1.2712E7,1.1317E7,1.2969E7,1.2312E7,1.5743E7,1.0732E7,3.8819E7,1.2832E7,1.1453E8,1.0471E8,2.1787E7,1.268E7,1.3143E7,1.1994E7,1.4383E7,3.1607E7,1.0898E7,1.3022E7,1.4786E7,1.4446E7,3.7052E7,5.699E7,4.7922E7,4.1694E7,4.49E7,2.2296E7,2.8479E7,4.6497E7,5.79E7,7.7726E7,95,94,9,11,11,11,12,9,9,12,10,11,13,12,12,13,14,10,22,12,31,29,16,12,8,9,10,16,10,10,8,6,14,21,19,17,18,14,16,15,19,20,,44615,Phosphoglycerate kinase 1 OS=Homo sapiens OX=9606 GN=PGK1 PE=1 SV=3
236,82,P40939|ECHA_HUMAN,241.84,73,4,10,7,9,16,15,9,11,12,4,2,4,6,6,5,6,18,6,32,27,25,18,19,21,20,13,11,12,20,16,26,29,27,24,26,27,20,20,37,31,2.2689E6,3.9432E6,3.5132E6,4.7847E6,8.3143E6,7.1908E6,4.2708E6,4.7237E6,7.1042E6,2.4777E6,5.4651E5,1.8776E6,2.6515E6,3.4528E6,2.1802E6,2.3742E6,2.2866E7,2.0047E6,1.2084E8,9.0697E7,2.1558E7,8.5555E6,1.0682E7,1.4133E7,1.2318E7,1.0728E7,8.8867E6,7.4582E6,1.2746E7,2.2721E7,2.671E7,3.1013E7,2.9752E7,2.256E7,2.2213E7,1.215E7,1.4759E7,2.6261E7,4.3592E7,3.722E7,109,109,3,7,5,6,10,10,6,8,8,3,1,4,4,5,3,4,16,5,32,26,18,13,12,15,14,11,9,9,14,15,18,22,19,17,19,18,15,15,23,19,,83000,Trifunctional enzyme subunit alpha  mitochondrial OS=Homo sapiens OX=9606 GN=HADHA PE=1 SV=2
55,576,Q71DI3|H32_HUMAN,241.59,82,54,54,58,57,54,58,57,54,58,51,57,51,57,51,51,51,65,38,65,57,61,61,54,61,68,62,68,60,61,68,38,46,35,35,39,27,34,37,40,51,,,,,,,,,,,3.0902E6,,2.4982E6,,,,3.9819E6,,8.3508E6,,,,,,,,,,,,,,,,,,,,,,134,2,26,28,31,33,31,30,31,35,35,32,35,34,32,38,39,35,55,37,92,86,50,43,40,39,46,40,40,39,48,34,45,35,37,35,33,28,32,33,37,42,,15388,Histone H3.2 OS=Homo sapiens OX=9606 GN=H3C15 PE=1 SV=3
251,91,P35221|CTNA1_HUMAN,241.55,62,1,2,4,3,1,3,4,4,5,3,4,3,3,5,4,9,21,4,34,30,16,8,9,13,14,14,9,6,9,22,26,33,28,27,30,26,24,27,28,32,,4.6859E5,6.535E5,8.2284E5,,1.0603E6,1.1844E7,9.9924E5,1.4823E6,1.0162E6,1.816E6,1.0293E6,1.4547E6,1.4918E6,2.0013E6,4.011E6,2.4064E7,1.723E6,1.1121E8,7.5075E7,9.771E6,2.0781E6,3.5016E6,6.517E6,4.9468E6,5.6972E6,4.017E6,1.9385E6,2.6364E6,1.3248E7,2.1628E7,2.3966E7,2.1261E7,1.8281E7,1.7195E7,1.0177E7,8.3394E6,2.2838E7,2.5889E7,3.0618E7,111,94,1,2,3,3,1,3,4,3,4,3,5,2,3,3,3,8,19,4,44,35,17,7,8,11,11,12,8,5,9,19,21,23,24,22,22,19,17,21,23,25,,100071,Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1
187,434,P14314|GLU2B_HUMAN,241.03,71,16,24,15,20,22,21,23,16,28,27,16,31,29,29,31,23,25,23,37,39,27,27,38,23,25,32,23,24,32,19,23,20,20,20,25,20,20,24,20,20,4.4301E7,7.0757E7,6.4336E7,6.6606E7,7.7501E7,6.1188E7,6.2457E7,7.0279E7,6.5362E7,7.1244E7,2.269E7,3.3995E7,2.9895E7,3.1362E7,3.469E7,3.3255E7,4.8926E7,4.2197E7,1.2184E8,1.5217E8,2.2326E7,1.9885E7,3.2013E7,2.8311E7,2.6534E7,3.1779E7,2.6554E7,1.7713E7,3.0095E7,2.3027E7,4.674E7,6.6179E7,6.4876E7,5.5726E7,5.3614E7,2.8133E7,3.2615E7,7.2974E7,7.704E7,7.8536E7,101,101,11,16,11,15,16,13,16,12,17,16,8,13,11,10,11,11,14,13,22,22,20,22,25,16,22,23,17,15,22,17,12,12,11,12,13,10,13,12,12,12,,59426,Glucosidase 2 subunit beta OS=Homo sapiens OX=9606 GN=PRKCSH PE=1 SV=2
255,156,P43304|GPDM_HUMAN,240.90,55,14,9,11,9,7,7,12,7,14,13,4,6,6,9,9,8,15,6,23,23,19,4,9,11,14,7,12,7,7,10,27,34,32,28,31,28,30,32,37,32,6.4362E6,6.7711E6,8.3662E6,7.4117E6,6.0391E6,5.9619E6,8.8331E6,6.1481E6,1.023E7,6.9873E6,5.2763E6,3.4676E6,3.5295E6,7.5189E6,7.9796E6,6.8704E6,2.6549E7,3.7586E6,8.8221E7,6.6281E7,1.1629E7,1.422E6,5.2027E6,5.4712E6,5.2326E6,4.5586E6,5.7872E6,4.4188E6,2.1486E6,6.9581E6,2.0291E7,3.0769E7,2.9944E7,2.548E7,2.7309E7,1.3734E7,1.618E7,2.7749E7,4.8096E7,3.8195E7,94,94,8,7,7,7,6,6,8,6,9,8,3,5,4,6,6,5,13,4,28,21,13,2,6,7,9,6,8,5,4,7,18,23,24,22,23,18,20,22,27,22,,80853,Glycerol-3-phosphate dehydrogenase  mitochondrial OS=Homo sapiens OX=9606 GN=GPD2 PE=1 SV=3
208,261,P21333|FLNA_HUMAN,240.89,54,1,1,2,2,3,1,2,2,4,5,3,3,4,3,4,3,14,5,22,18,8,3,1,4,3,2,1,2,4,12,18,13,15,14,14,13,11,17,18,19,5.2734E5,1.172E6,1.1543E6,2.4245E6,2.4081E6,1.3866E6,1.7334E6,1.3392E6,3.6807E6,3.5455E6,1.924E6,2.0583E6,2.283E6,2.1627E6,4.7021E6,1.256E6,3.1444E7,3.9672E6,1.2009E8,6.7062E7,6.1256E6,1.1577E6,4.4218E5,3.4518E6,1.9022E6,8.7701E5,4.6342E5,8.7497E5,2.0588E6,1.7601E7,1.6251E7,1.2402E7,1.5622E7,1.3199E7,1.4332E7,6.9448E6,6.0812E6,1.9885E7,2.308E7,2.4555E7,184,164,3,4,5,6,7,4,6,5,9,12,8,5,8,6,10,6,31,10,56,48,13,5,2,7,6,4,3,3,6,25,32,25,29,25,28,23,19,31,35,36,,280737,Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4
219,263,P39023|RL3_HUMAN,240.72,74,25,21,23,25,17,27,25,18,27,21,17,14,18,17,16,18,40,14,47,45,42,33,37,27,26,37,30,34,31,28,27,33,21,26,27,27,24,32,30,33,2.4779E7,3.0694E7,2.7159E7,3.1354E7,3.0083E7,2.8925E7,3.0043E7,3.1834E7,3.743E7,2.6547E7,7.1111E6,7.3616E6,8.6519E6,7.5615E6,8.6769E6,7.9781E6,4.2787E7,9.3678E6,1.9121E8,1.5693E8,3.8631E7,2.1046E7,2.6005E7,3.4571E7,2.5765E7,3.0401E7,2.3494E7,2.3866E7,3.6015E7,4.1658E7,4.2563E7,5.6009E7,4.9942E7,4.4065E7,4.3499E7,2.4694E7,2.658E7,5.5693E7,7.0188E7,7.1335E7,90,90,10,10,9,12,9,11,12,8,13,10,8,7,9,7,8,9,19,8,34,30,17,12,17,13,11,16,14,14,15,16,12,16,10,12,11,11,9,15,14,14,,46109,60S ribosomal protein L3 OS=Homo sapiens OX=9606 GN=RPL3 PE=1 SV=2
212,89,Q8TCS8|PNPT1_HUMAN,240.47,74,4,4,4,7,13,7,9,10,9,10,3,4,7,4,9,6,19,6,25,29,21,14,11,13,15,15,19,10,18,19,34,35,34,33,32,34,31,33,38,36,2.1941E6,1.7702E6,2.7316E6,3.739E6,6.9564E6,3.835E6,3.5491E6,5.2524E6,4.9729E6,3.6638E6,1.2718E6,1.47E6,1.3169E6,1.4638E6,2.8634E6,2.0266E6,1.0398E7,1.7218E6,4.713E7,4.334E7,7.424E6,4.257E6,5.7203E6,6.0152E6,7.1338E6,7.6944E6,7.2468E6,3.1794E6,9.6608E6,1.116E7,2.7407E7,3.1157E7,3.184E7,2.8416E7,2.5763E7,1.3926E7,1.6729E7,3.6039E7,3.9718E7,4.0342E7,102,101,3,3,3,5,9,5,6,7,6,6,2,3,4,3,5,4,14,3,20,25,13,11,9,10,11,12,16,7,15,15,29,28,29,27,26,25,23,26,28,28,,85951,Polyribonucleotide nucleotidyltransferase 1  mitochondrial OS=Homo sapiens OX=9606 GN=PNPT1 PE=1 SV=2
195,260,O00148|DX39A_HUMAN,240.37,68,21,17,20,17,19,16,18,22,18,18,12,14,15,14,12,17,26,12,34,33,33,24,18,22,27,18,19,19,19,19,28,30,29,30,28,28,24,28,31,32,7.6981E4,,,,,,,,,,4.359E5,,7.4574E5,,,6.3659E5,4.2304E6,8.6386E5,2.0182E7,1.5048E7,4.6283E6,1.9357E6,1.4334E6,3.63E6,2.6989E6,1.6011E6,2.7283E6,2.2808E6,3.0724E6,3.9736E6,1.4629E6,2.5235E6,1.6502E6,1.3944E6,1.9741E6,1.2521E6,5.2048E5,1.893E6,3.7359E6,3.9841E6,101,18,11,9,9,8,11,11,9,12,10,11,7,10,10,8,9,12,23,9,41,42,20,12,11,15,15,8,12,10,10,10,15,18,17,19,17,16,13,15,19,20,,49130,ATP-dependent RNA helicase DDX39A OS=Homo sapiens OX=9606 GN=DDX39A PE=1 SV=2
